zip,zid,latitude,longitude,cost/rent,status,address,bed,bath,area,zestimate,Type:,Year built:,Heating:,Cooling:,Parking:,Lot:,Price/sqft:,SaleHistory
75206,26693493,32.817532,-96.773272,"$575,000",For sale,"5533 Belmont Ave, Dallas, TX 75206",3,2,2077,573342,Single Family,1926,Other,Central,Off street,"8,640 sqft",$277,"[{'date': '2/27/2019', 'event': 'Price change', 'price': '$575,000(-1.7%)'}, {'date': '10/16/2018', 'event': 'Price change', 'price': '$585,000(-1.7%)'}, {'date': '9/11/2018', 'event': 'Price change', 'price': '$595,000(-1.7%)'}, {'date': '8/29/2018', 'event': 'Listed for sale', 'price': '$605,000(+15.2%)'}, {'date': '6/22/2015', 'event': 'Sold', 'price': '----'}]"
75206,26704653,32.837843,-96.762717,"$399,900",For sale,"4235 Somerville Ave, Dallas, TX 75206",2,1,1113,403534,Single Family,1939,Forced air,Wall,2 spaces,"7,535 sqft",$359,"[{'date': '5/9/2019', 'event': 'Price change', 'price': '$399,900(-7%)'}, {'date': '3/8/2019', 'event': 'Price change', 'price': '$429,900(-1.2%)'}, {'date': '8/28/2018', 'event': 'Listed for sale', 'price': '$435,000--'}]"
75206,26689786,32.819786,-96.763372,"$750,000",For sale,"6006 Palo Pinto Ave, Dallas, TX 75206",3,4,3415,753746,Single Family,2002,Forced air,Central,2 spaces,"8,450 sqft",$220,"[{'date': '5/17/2019', 'event': 'Price change', 'price': '$750,000(-2%)'}, {'date': '4/17/2019', 'event': 'Price change', 'price': '$765,000(-2.5%)'}, {'date': '3/9/2019', 'event': 'Listed for sale', 'price': '$785,000(-1.3%)'}, {'date': '2/7/2019', 'event': 'Listing removed', 'price': '$795,000--'}, {'date': '10/4/2018', 'event': 'Price change', 'price': '$795,000(-2.5%)'}]"
75206,26695591,32.825113,-96.783915,"$445,000",For sale,"5102 Ridgedale Ave, Dallas, TX 75206",2,25,2107,440714,Single Family,2001,Forced air,Central,3 spaces,"2,134 sqft",$211,"[{'date': '7/27/2018', 'event': 'Listed for sale', 'price': '$445,000(-6.3%)'}, {'date': '6/14/2018', 'event': 'Listing removed', 'price': '$475,000--'}, {'date': '2/22/2018', 'event': 'Listed for sale', 'price': '$475,000(-13.6%)'}, {'date': '9/8/2017', 'event': 'Listing removed', 'price': '$549,900--'}, {'date': '5/20/2017', 'event': 'Price change', 'price': '$549,900(-3.5%)'}]"
75206,26693545,32.823769,-96.77893,"$925,000",For sale,"5323 Goodwin Ave, Dallas, TX 75206",5,45,4192,891551,Single Family,2007,Other,Central,1 space,"8,015 sqft",$221,"[{'date': '3/14/2019', 'event': 'Price change', 'price': '$925,000(-2.5%)'}, {'date': '10/18/2018', 'event': 'Price change', 'price': '$949,000(-4.6%)'}, {'date': '6/2/2018', 'event': 'Listed for sale', 'price': '$995,000(+53.1%)'}, {'date': '8/8/2012', 'event': 'Listing removed', 'price': '$649,950--'}, {'date': '7/29/2012', 'event': 'Pending sale', 'price': '$649,950--'}]"
75206,26695794,32.82932,-96.775505,"$799,000",For sale,"5439 Morningside Ave, Dallas, TX 75206",4,3,3076,,Single Family,1927,Forced air,Central,1 space,"7,797 sqft",$260,
75206,26704622,32.835295,-96.776797,"$690,375",For sale,"5368 Winton St, Dallas, TX 75206",4,3,2553,,Single Family,2019,"Forced air, Heat pump",Central,3 spaces,"9,461 sqft",$270,
75206,2090418315,32.834919,-96.777241,"$547,200",For sale,"5372 Winton St, Dallas, TX 75206",3,3,1847,,Single Family,2019,"Forced air, Heat pump",No Data,Detached Garage,No Data,$296,
75205,27201620,32.82983,-96.784987,"$1,925,000",For sale,"3205 Dartmouth Ave, Dallas, TX 75205",4,4,4344,,Single Family,1981,Forced air,Central,2 spaces,"10,541 sqft",$443,
75205,27202269,32.832861,-96.813438,"$1,489,000",For sale,"4505 Fairfax Ave, Dallas, TX 75205",3,3,2342,1530509,Single Family,1928,Forced air,Central,2 spaces,"9,234 sqft",$636,
75205,27210717,32.83841,-96.789026,"$844,999",For sale,"3439 Normandy Ave, Dallas, TX 75205",3,4,2935,,Single Family,1996,Forced air,Central,2 spaces,"3,963 sqft",$288,
75205,27201754,32.825142,-96.814652,"$1,399,000",For sale,"4564 Rheims Pl, Dallas, TX 75205",4,4,3358,,Single Family,1940,Forced air,Central,2 spaces,"8,102 sqft",$417,
75205,27210396,32.844209,-96.791769,"$2,225,000",For sale,"3532 Mcfarlin Blvd, Dallas, TX 75205",5,6,5708,,Single Family,2014,Forced air,Central,2 spaces,"8,973 sqft",$390,
75205,27210650,32.842596,-96.793587,"$749,900",For sale,"3647 Asbury St, Dallas, TX 75205",3,3,2539,,Single Family,1980,Forced air,Central,2 spaces,"3,615 sqft",$295,
75205,27202222,32.830906,-96.81454,"$2,750,000",For sale,"4529 N Versailles Ave, Dallas, TX 75205",5,8,5272,,Single Family,1985,Forced air,Central,6 spaces,"9,278 sqft",$522,
75205,119977164,32.848562,-96.809794,"$1,600,000",For sale,"4328 Druid Ln, Dallas, TX 75205",5,6,4207,,Single Family,2013,Forced air,Central,2 spaces,"7,143 sqft",$380,
75205,27199861,32.844486,-96.776708,"$1,399,000",For sale,"2853 Fondren Dr, Dallas, TX 75205",4,4,3220,,Single Family,1997,Forced air,Central,3 spaces,"6,534 sqft",$434,
75205,27204911,32.838997,-96.809797,"$1,349,000",For sale,"4360 San Carlos St, Dallas, TX 75205",4,5,3979,,Single Family,1981,Other,Central,2 spaces,"7,405 sqft",$339,
75205,80220745,32.844209,-96.792579,"$2,695,000",For sale,"3548 Mcfarlin Blvd, Dallas, TX 75205",5,7,6066,,Single Family,2019,Forced air,Central,Attached Garage,"10,497 sqft",$444,
75205,162814233,32.84314,-96.792942,"$1,169,000",For sale,"3632 Asbury St, Dallas, TX 75205",4,5,3408,1181359,Single Family,2014,Forced air,Central,1 space,"3,746 sqft",$343,"[{'date': '5/14/2019', 'event': 'Listed for sale', 'price': '$1,169,000--'}]"
75205,27202181,32.83187,-96.808632,"$2,100,000",For sale,"4323 Beverly Dr, Dallas, TX 75205",4,4,3702,1616256,Single Family,1928,Forced air,Central,2 spaces,"10,149 sqft",$567,"[{'date': '5/13/2019', 'event': 'Listed for sale', 'price': '$2,100,000(+27.9%)'}, {'date': '8/4/2015', 'event': 'Listing removed', 'price': '----'}, {'date': '6/24/2015', 'event': 'Listed for sale', 'price': '----'}, {'date': '1/15/2008', 'event': 'Sold', 'price': '$1,642,160--'}]"
75205,27201004,32.835214,-96.782151,"$1,599,000",For sale,"3105 Drexel Dr, Dallas, TX 75205",4,5,4001,1516627,Single Family,1984,Forced air,Central,2 spaces,"7,492 sqft",$400,"[{'date': '5/13/2019', 'event': 'Listed for sale', 'price': '$1,599,000(+23.5%)'}, {'date': '5/8/2014', 'event': 'Sold', 'price': '----'}, {'date': '2/15/2014', 'event': 'Listed for sale', 'price': '$1,295,000(-20.3%)'}, {'date': '12/24/2013', 'event': 'Listing removed', 'price': '$1,625,000--'}, {'date': '10/23/2013', 'event': 'Price change', 'price': '$1,625,000(-7.1%)'}]"
75205,27200526,32.823732,-96.794361,"$4,990,000",For sale,"3509 Crescent Ave, Dallas, TX 75205",3,4,4214,,Single Family,2001,Forced air,Central,5 spaces,0.51 acres,"$1,184",
75205,27200507,32.820934,-96.799277,"$9,950,000",For sale,"4316 Saint Johns Dr, Highland Park, TX 75205",5,7,8022,,Single Family,2000,Forced air,Central,4 spaces,0.52 acres,"$1,240",
75205,27206818,32.849981,-96.785126,"$1,049,000",For sale,"3301 Westminster Ave, Dallas, TX 75205",3,3,2068,,Single Family,1936,Forced air,Central,2 spaces,"8,232 sqft",$507,
75205,27210367,32.845359,-96.79077,"$4,325,000",For sale,"3512 University Blvd, Dallas, TX 75205",5,7,6713,2081863,Single Family,2019,Forced air,Central,4 spaces,0.32 acres,$644,"[{'date': '5/10/2019', 'event': 'Back on market', 'price': '$4,325,000(+189.3%)'}, {'date': '3/26/2018', 'event': 'Sold', 'price': '$1,495,000(-50.2%)'}, {'date': '1/28/2018', 'event': 'Listed for sale', 'price': '$3,000,000(+108.3%)'}, {'date': '9/15/2017', 'event': 'Sold', 'price': '$1,440,000(-3.9%)'}, {'date': '9/13/2017', 'event': 'Listing removed', 'price': '$1,499,000--'}]"
75205,27201157,32.833762,-96.782347,"$1,849,000",For sale,"3108 Cornell Ave, Dallas, TX 75205",5,7,5589,,Single Family,2000,Forced air,Central,2 spaces,"7,492 sqft",$331,
75205,27212127,32.838293,-96.80486,"$1,295,000",For sale,"4105 San Carlos St, Dallas, TX 75205",3,4,3947,,Single Family,1980,Forced air,Central,2 spaces,"7,405 sqft",$328,
75205,27202614,32.836335,-96.811809,"$695,000",For sale,"4429 Mockingbird Ln, Dallas, TX 75205",4,3,3712,730150,Single Family,1929,Forced air,Central,2 spaces,"6,751 sqft",$187,"[{'date': '5/8/2019', 'event': 'Listed for sale', 'price': '$695,000--'}]"
75205,27202588,32.835137,-96.814643,"$1,450,000",For sale,"4536 Livingston Ave, Dallas, TX 75205",5,6,4380,,Single Family,1925,Forced air,Central,2 spaces,"7,641 sqft",$331,
75205,27211356,32.843246,-96.801325,"$2,995,000",For sale,"3912 Windsor Ave, Dallas, TX 75205",4,5,5540,2903297,Single Family,2010,Forced air,Central,2 spaces,"9,583 sqft",$541,"[{'date': '5/6/2019', 'event': 'Listed for sale', 'price': '$2,995,000--'}, {'date': '8/31/2010', 'event': 'Sold', 'price': '----'}]"
75205,27211370,32.843265,-96.802303,"$2,095,000",For sale,"4000 Windsor Ave, Dallas, TX 75205",4,5,4176,2078367,Single Family,1924,Forced air,Central,3 spaces,0.26 acres,$502,"[{'date': '5/6/2019', 'event': 'Listed for sale', 'price': '$2,095,000--'}]"
75205,27200555,32.825636,-96.79706,"$9,750,000",For sale,"3712 Alice Cir, Dallas, TX 75205",5,6,7480,9263561,Single Family,1925,Forced air,Central,3 spaces,0.73 acres,"$1,303","[{'date': '5/6/2019', 'event': 'Listed for sale', 'price': '$9,750,000(-7.1%)'}, {'date': '9/12/2015', 'event': 'Listing removed', 'price': '$10,500,000--'}, {'date': '5/4/2014', 'event': 'Listed for sale', 'price': '$10,500,000--'}]"
75205,27210965,32.847603,-96.778788,"$1,699,000",For sale,"2941 Rosedale Ave, Dallas, TX 75205",6,4,4135,,Single Family,2012,Forced air,Central,2 spaces,"7,405 sqft",$411,
75205,27210434,32.84585,-96.793129,"$2,295,000",For sale,"3605 Haynie Ave, Dallas, TX 75205",5,7,5673,2263806,Single Family,2000,Forced air,Central,Attached Garage,"9,147 sqft",$405,"[{'date': '5/17/2019', 'event': 'Price change', 'price': '$2,295,000(-2.3%)'}, {'date': '5/5/2019', 'event': 'Listed for sale', 'price': '$2,350,000(+42.4%)'}, {'date': '4/1/2013', 'event': 'Sold', 'price': '----'}, {'date': '2/26/2013', 'event': 'Listing removed', 'price': '$1,650,000--'}, {'date': '1/22/2013', 'event': 'Listed for sale', 'price': '$1,650,000--'}]"
75205,27200841,32.834847,-96.797187,"$4,999,995",For sale,"3813 Maplewood Ave, Dallas, TX 75205",4,55,6746,4935538,Single Family,1995,Forced air,Central,4 spaces,0.29 acres,$741,"[{'date': '5/3/2019', 'event': 'Listed for sale', 'price': '$4,999,995--'}]"
75205,27201060,32.83524,-96.787343,"$3,450,000",For sale,"3401 Drexel Dr, Dallas, TX 75205",5,7,6907,3392913,Single Family,2013,Forced air,Central,2 spaces,0.25 acres,$499,"[{'date': '5/2/2019', 'event': 'Listed for sale', 'price': '$3,450,000(+227%)'}, {'date': '12/31/2012', 'event': 'Sold', 'price': '----'}, {'date': '11/16/2012', 'event': 'Listing removed', 'price': '$1,055,000--'}, {'date': '9/13/2012', 'event': 'Price change', 'price': '$1,055,000(-8.3%)'}, {'date': '7/3/2012', 'event': 'Price change', 'price': '$1,150,000(-8%)'}]"
75205,27201190,32.833201,-96.783524,"$2,100,000",For sale,"3201 Cornell Ave, Dallas, TX 75205",4,55,4890,2073145,Single Family,2004,Forced air,Central,2 spaces,"7,405 sqft",$429,"[{'date': '5/2/2019', 'event': 'Listed for sale', 'price': '$2,100,000(+15.7%)'}, {'date': '5/31/2013', 'event': 'Listing removed', 'price': '$1,815,000--'}, {'date': '4/28/2013', 'event': 'Price change', 'price': '$1,815,000(-3.2%)'}, {'date': '4/10/2013', 'event': 'Listed for sale', 'price': '$1,875,000--'}]"
75205,27210985,32.849609,-96.779398,"$2,195,000",For sale,"3009 Westminster Ave, Dallas, TX 75205",4,4,3406,2141097,Single Family,1993,Forced air,Central,2 spaces,0.38 acres,$644,"[{'date': '5/2/2019', 'event': 'Listed for sale', 'price': '$2,195,000(+69.5%)'}, {'date': '12/5/2011', 'event': 'Sold', 'price': '----'}, {'date': '11/17/2011', 'event': 'Listing removed', 'price': '$1,295,000--'}, {'date': '10/2/2011', 'event': 'Listed for sale', 'price': '$1,295,000--'}]"
75205,55832996,32.839793,-96.788325,"$299,000",For sale,"6006 Auburndale Ave APT E, Dallas, TX 75205",2,15,974,294093,Single Family,1985,Forced air,Central,4 spaces,1.53 acres,$307,"[{'date': '5/1/2019', 'event': 'Listed for sale', 'price': '$299,000--'}, {'date': '5/30/2018', 'event': 'Sold', 'price': '----'}, {'date': '7/31/2012', 'event': 'Listing removed', 'price': '$1,650--'}, {'date': '7/14/2012', 'event': 'Listed for rent', 'price': '$1,650--'}]"
75205,27205545,32.838042,-96.798757,"$4,250,000",For sale,"3900 Potomac Ave, Dallas, TX 75205",4,5,5547,4107107,Single Family,1936,Forced air,"Central, Other",2 spaces,0.46 acres,$766,"[{'date': '4/30/2019', 'event': 'Listed for sale', 'price': '$4,250,000(+21.5%)'}, {'date': '12/2/2015', 'event': 'Listing removed', 'price': '$3,499,000--'}, {'date': '8/26/2015', 'event': 'Listed for sale', 'price': '$3,499,000(-6.7%)'}, {'date': '7/17/2015', 'event': 'Listing removed', 'price': '$3,750,000--'}, {'date': '5/21/2015', 'event': 'Price change', 'price': '$3,750,000(-10.6%)'}]"
75205,55833014,32.842993,-96.808078,"$2,149,000",For sale,"4217 Larchmont St, Dallas, TX 75205",5,8,6234,,Single Family,2000,Forced air,Central,2 spaces,0.25 acres,$345,
75205,27200664,32.8313,-96.801089,"$4,500,000",For sale,"4012 Miramar Ave, Dallas, TX 75205",4,35,4999,,Single Family,1915,Other,Central,4 spaces,0.39 acres,$900,
75205,27202376,32.833362,-96.809145,"$1,449,000",For sale,"4336 Fairfax Ave, Dallas, TX 75205",4,35,3522,,Single Family,1929,Forced air,Central,2 spaces,"8,712 sqft",$411,
75205,27201667,32.823969,-96.806212,"$3,695,000",For sale,"4242 Westway Ave, Dallas, TX 75205",4,6,6180,,Single Family,2001,Forced air,Central,3 spaces,0.38 acres,$598,
75205,27205289,32.846477,-96.808797,"$1,120,000",For sale,"4316 Emerson Ave, Dallas, TX 75205",4,5,3430,,Single Family,2007,Forced air,Central,2 spaces,"7,143 sqft",$327,
75205,27210532,32.849987,-96.802132,"$7,395,000",For sale,"6901 Hunters Glen Rd, Dallas, TX 75205",6,65,8434,,Single Family,1954,Forced air,Central,4 spaces,0.85 acres,$877,
75205,27201295,32.831968,-96.786687,"$2,875,000",For sale,"3325 Beverly Dr, Dallas, TX 75205",4,6,4966,2863834,Single Family,1929,Forced air,Central,2 spaces,0.31 acres,$579,"[{'date': '4/22/2019', 'event': 'Listed for sale', 'price': '$2,875,000--'}]"
75205,67970598,32.843566,-96.791244,"$1,095,000",For sale,"3489 Mcfarlin Blvd, Dallas, TX 75205",4,4,3512,1092516,Single Family,2003,Forced air,Central,2 spaces,"3,484 sqft",$312,"[{'date': '4/22/2019', 'event': 'Listed for sale', 'price': '$1,095,000(+28.8%)'}, {'date': '3/10/2015', 'event': 'Sold', 'price': '$850,000(-3.3%)'}, {'date': '2/15/2015', 'event': 'Listing removed', 'price': '$879,000--'}, {'date': '10/29/2014', 'event': 'Price change', 'price': '$879,000(-2.1%)'}, {'date': '10/11/2014', 'event': 'Price change', 'price': '$898,000(-2.3%)'}]"
75205,27198068,32.843125,-96.812382,"$1,398,000",For sale,"4437 Larchmont St, Dallas, TX 75205",4,4,3386,,Single Family,1948,Forced air,Central,2 spaces,"7,535 sqft",$413,
75205,27211376,32.843282,-96.80347,"$2,049,000",For sale,"4024 Windsor Ave, Dallas, TX 75205",4,5,5185,,Single Family,1920,Forced air,Central,3 spaces,"9,583 sqft",$395,
75205,27210458,32.846392,-96.793147,"$1,350,000",For sale,"3604 Haynie Ave, Dallas, TX 75205",4,3,4412,,Single Family,1940,Forced air,Central,2 spaces,"9,016 sqft",$306,
75205,27205039,32.835496,-96.781317,"$924,000",For sale,"5042 Airline Rd, Dallas, TX 75205",3,2,1542,903240,Single Family,1936,Forced air,Central,1 space,"7,000 sqft",$599,"[{'date': '5/21/2019', 'event': 'Price change', 'price': '$924,000(-2.6%)'}, {'date': '4/17/2019', 'event': 'Listed for sale', 'price': '$949,000--'}, {'date': '1/19/2019', 'event': 'Listing removed', 'price': '$4,200--'}, {'date': '1/18/2019', 'event': 'Listing removed', 'price': '$949,000--'}, {'date': '1/3/2019', 'event': 'Listed for rent', 'price': '$4,200--'}]"
75205,27200528,32.823411,-96.793735,"$3,950,000",For sale,"3503 Crescent Ave, Dallas, TX 75205",5,55,4906,3928628,Single Family,1916,Forced air,Central,2 spaces,0.46 acres,$805,"[{'date': '4/16/2019', 'event': 'Listed for sale', 'price': '$3,950,000--'}]"
75205,27206963,32.843516,-96.807799,"$3,099,000",For sale,"4206 Larchmont St, Dallas, TX 75205",4,5,4848,2126491,Single Family,1983,Forced air,Central,2 spaces,0.28 acres,$639,
75205,27202217,32.831513,-96.812616,"$5,995,000",For sale,"4444 N Versailles Ave, Dallas, TX 75205",5,7,7275,5624101,Single Family,2019,Forced air,Central,2 spaces,0.31 acres,$824,"[{'date': '4/14/2019', 'event': 'Listed for sale', 'price': '$5,995,000--'}, {'date': '6/2/2016', 'event': 'Listing removed', 'price': '$7,500--'}, {'date': '5/13/2016', 'event': 'Sold', 'price': '----'}, {'date': '4/25/2016', 'event': 'Pending sale', 'price': '$2,495,000--'}, {'date': '4/14/2016', 'event': 'Listing removed', 'price': '$8,500--'}]"
75205,27201939,32.827802,-96.814037,"$1,299,000",For sale,"4538 Arcady Ave, Dallas, TX 75205",3,3,2926,1291813,Single Family,1937,Forced air,Central,No Data,"8,189 sqft",$444,"[{'date': '4/14/2019', 'event': 'Listed for sale', 'price': '$1,299,000(+13.4%)'}, {'date': '4/20/2015', 'event': 'Sold', 'price': '----'}, {'date': '3/28/2015', 'event': 'Price change', 'price': '$1,145,000(-2.6%)'}, {'date': '2/7/2015', 'event': 'Listed for sale', 'price': '$1,175,000--'}, {'date': '11/24/2014', 'event': 'Listing removed', 'price': '$1,175,000--'}]"
75205,27210262,32.842903,-96.779055,"$1,149,500",For sale,"2941 Dyer St, Dallas, TX 75205",5,4,3228,,Single Family,1992,Forced air,Central,2 spaces,"7,492 sqft",$356,
75205,27201058,32.835244,-96.787781,"$2,985,000",For sale,"3407 Drexel Dr, Dallas, TX 75205",5,7,6278,,Single Family,2004,Forced air,Central,3 spaces,"9,757 sqft",$475,
75205,27198025,32.841808,-96.812788,"$1,500,000",For sale,"4436 Stanhope St, Dallas, TX 75205",5,4,3617,,Single Family,1939,Forced air,Central,2 spaces,"7,143 sqft",$415,
75205,27207361,32.842046,-96.790534,"$1,090,000",For sale,"3526 Granada Ave, Dallas, TX 75205",5,5,3637,,Single Family,2008,Forced air,Central,2 spaces,"4,312 sqft",$300,
75205,162814198,32.840336,-96.80951,"$1,650,000",For sale,"4317 Shenandoah St, Dallas, TX 75205",4,35,3009,1649244,Single Family,1939,Forced air,Central,2 spaces,"7,230 sqft",$548,"[{'date': '4/28/2019', 'event': 'Price change', 'price': '$1,650,000(-4.3%)'}, {'date': '4/8/2019', 'event': 'Listed for sale', 'price': '$1,725,000--'}]"
75205,27207120,32.848125,-96.773276,"$829,900",For sale,"2616 Rosedale Ave, Dallas, TX 75205",3,2,1623,,Single Family,1939,Other,Wall,1 space,"7,753 sqft",$511,
